"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","k","double_zero","sparse_events","orcc_ok","rd_ok","recommended_method","recommendation_reason"
"CD007809_pub3_data","5::overall","5","overall","Number of participants withdrawing due to an adverse event at 12 weeks",9,4,5,TRUE,TRUE,"RD","double_zero"
"CD007809_pub3_data","6::overall","6","overall","Number of participants withdrawing due to an adverse event",9,4,8,TRUE,TRUE,"RD","double_zero"
"CD007809_pub3_data","11::overall","11","overall","Number of participants reporting an adverse event",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD007837_pub3_data","3::overall","3","overall","Objective surface measurements (waist asymmetry) (cm)",4,3,3,FALSE,TRUE,"RD","double_zero"
"CD007859_pub5_data","4::overall","4","overall","Pain (100-mm VAS): multistrand StSt versus superelastic nickel-titanium (NiTi)",23,22,22,FALSE,TRUE,"RD","double_zero"
"CD007859_pub5_data","7::overall","7","overall","Pain (analgesic consumption)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD007872_pub4_data","1::overall","1","overall","Estimated blood loss ≥ 500 mL",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD007872_pub4_data","3::overall","3","overall","Estimated blood loss ≥ 1000 mL",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD007872_pub4_data","5::overall","5","overall","Maternal death",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD007872_pub4_data","7::overall","7","overall","Receipt of blood transfusion",3,1,1,TRUE,TRUE,"RD","double_zero"
"CD007872_pub4_data","8::overall","8","overall","Receipt of additional surgical interventions to control postpartum haemorrhage",3,1,1,TRUE,TRUE,"RD","double_zero"
"CD007872_pub4_data","9::overall","9","overall","Thromboembolic events",3,2,2,FALSE,TRUE,"RD","double_zero"
"CD007872_pub4_data","10::overall","10","overall","Receipt of additional uterotonics",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD007872_pub4_data","14::overall","14","overall","Clinical diagnosis of postpartum haemorrhage",3,1,1,TRUE,TRUE,"RD","double_zero"
"CD007872_pub4_data","19::overall","19","overall","Seizures",3,1,2,TRUE,TRUE,"RD","double_zero"
"CD007872_pub4_data","22::overall","22","overall","Nausea",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD007872_pub4_data","23::overall","23","overall","Vomiting",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD007895_pub3_data","4::overall","4","overall","Withdrawals due to adverse effects",4,1,3,TRUE,TRUE,"RD","double_zero"
"CD007896_pub4_data","4::overall","4","overall","Withdrawals due to adverse effects",318,56,129,TRUE,TRUE,"RD","double_zero"
"CD008165_pub5_data","4::overall","4","overall","Proportion of patients with one or more potentially inappropriate medication",13,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008165_pub5_data","6::overall","6","overall","Proportion of patients with one or more potential prescribing omission",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008176_pub3_data","1::overall","1","overall","Cardiovascular death",26,1,7,TRUE,TRUE,"RD","double_zero"
"CD008176_pub3_data","2::overall","2","overall","Death (any cause)",129,18,79,TRUE,TRUE,"RD","double_zero"
"CD008176_pub3_data","3::overall","3","overall","Cardiovascular disease",50,3,14,TRUE,TRUE,"RD","double_zero"
"CD008176_pub3_data","4::overall","4","overall","Coronary heart disease",42,6,14,TRUE,TRUE,"RD","double_zero"
"CD008176_pub3_data","5::overall","5","overall","Heart failure",20,2,6,TRUE,TRUE,"RD","double_zero"
"CD008176_pub3_data","6::overall","6","overall","Cerebrovascular disease",24,0,14,TRUE,TRUE,"RD","sparse_events"
"CD008176_pub3_data","7::overall","7","overall","Peripheral vascular disease",14,0,4,TRUE,TRUE,"RD","sparse_events"
"CD008176_pub3_data","8::overall","8","overall","Kidney failure",33,0,11,TRUE,TRUE,"RD","sparse_events"
"CD008176_pub3_data","17::overall","17","overall","Albuminuria at end of study",15,12,13,TRUE,TRUE,"RD","double_zero"
"CD008176_pub3_data","18::overall","18","overall","Change in albuminuria",13,12,12,FALSE,TRUE,"RD","double_zero"
"CD008176_pub3_data","19::overall","19","overall","Vascular access thrombosis",19,0,6,TRUE,TRUE,"RD","sparse_events"
"CD008176_pub3_data","20::overall","20","overall","Graft loss",23,0,8,TRUE,TRUE,"RD","sparse_events"
"CD008176_pub3_data","21::overall","21","overall","Graft failure",16,0,5,TRUE,TRUE,"RD","sparse_events"
"CD008176_pub3_data","22::overall","22","overall","Delayed graft function",25,0,9,TRUE,TRUE,"RD","sparse_events"
"CD008176_pub3_data","23::overall","23","overall","Malignancy",12,0,12,TRUE,TRUE,"RD","sparse_events"
"CD008176_pub3_data","24::overall","24","overall","Major bleeding",25,0,16,TRUE,TRUE,"RD","sparse_events"
"CD008176_pub3_data","25::overall","25","overall","Infection",23,0,11,TRUE,TRUE,"RD","sparse_events"
"CD008237_pub4_data","2::1","2","1","Independent procedure completion: type of endoscopic procedure under study",6,1,2,TRUE,TRUE,"RD","double_zero"
"CD008237_pub4_data","2::2","2","2","Independent procedure completion: type of endoscopic procedure under study",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD008237_pub4_data","3::1","3","1","Independent procedure completion: level of participant endoscopy experience",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008237_pub4_data","3::2","3","2","Independent procedure completion: level of participant endoscopy experience",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD008309_pub3_data","1::overall","1","overall","Composite outcome of death or bronchopulmonary dysplasia (BPD) at 36 weeks' postmenstrual age (PMA)",12,3,4,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","2::overall","2","overall","Failure to place LMA or ETT at first attempt",18,3,5,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","3::overall","3","overall","Bradycardia (heart rate < 100 beats per minute) during the intervention",20,6,12,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","4::overall","4","overall","Hypoxaemia (oxygen saturation < 80%) during the intervention",20,4,9,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","5::overall","5","overall","Apnoea (cessation of spontaneous breathing > 20 seconds) during the intervention",11,6,9,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","6::overall","6","overall","Surfactant reflux during the intervention",13,7,9,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","7::overall","7","overall","Postintervention intratracheal surfactant received",11,3,5,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","8::overall","8","overall","Number of doses of intratracheal surfactant received postintervention",4,2,3,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","9::overall","9","overall","Mechanical ventilation within first 72 hours",3,2,2,FALSE,TRUE,"RD","double_zero"
"CD008309_pub3_data","10::overall","10","overall","Mechanical ventilation within first 72 hours or not ventilated but reached failure criteria as defined by the study authors",3,2,2,FALSE,TRUE,"RD","double_zero"
"CD008309_pub3_data","11::overall","11","overall","Mechanical ventilation at any time",6,2,2,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","12::overall","12","overall","Pulmonary air leak, any (during first hospitalisation)",7,2,3,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","15::overall","15","overall","BPD (clinical definition) among survivors to 36 weeks' PMA",5,2,3,TRUE,TRUE,"RD","double_zero"
"CD008309_pub3_data","16::overall","16","overall","Any intraventricular haemorrhage",3,2,2,FALSE,TRUE,"RD","double_zero"
"CD008309_pub3_data","26::overall","26","overall","Death (all causes) during the first hospitalisation",3,2,3,FALSE,TRUE,"RD","double_zero"
"CD008469_pub3_data","1::overall","1","overall","Exacerbations leading to emergency department (ED) visits: subgrouped by time frame of follow-up",16,6,7,TRUE,TRUE,"RD","double_zero"
"CD008469_pub3_data","4::overall","4","overall","Day symptoms (change in mean symptom-free days in 2 weeks)",6,4,4,TRUE,TRUE,"RD","double_zero"
"CD008469_pub3_data","6::overall","6","overall","Exacerbations leading to hospitalisations: subgrouped by time frame of follow-up",11,1,2,TRUE,TRUE,"RD","double_zero"
"CD008493_pub5_data","1::overall","1","overall","Short-term mortality",20,6,14,TRUE,TRUE,"RD","double_zero"
"CD008493_pub5_data","2::overall","2","overall","Major adverse cardiac events",11,0,6,TRUE,TRUE,"RD","sparse_events"
"CD008493_pub5_data","3::overall","3","overall","Myocardial infarction",25,0,4,TRUE,TRUE,"RD","sparse_events"
"CD008493_pub5_data","4::overall","4","overall","Atrial fibrillation",17,0,1,TRUE,TRUE,"RD","sparse_events"
"CD008493_pub5_data","5::overall","5","overall","Stroke",15,0,2,TRUE,TRUE,"RD","sparse_events"
"CD008493_pub5_data","6::overall","6","overall","Renal failure",11,7,8,TRUE,TRUE,"RD","double_zero"
"CD008564_pub3_data","1::overall","1","overall","Total mortality",56,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008564_pub3_data","2::overall","2","overall","Total serious adverse events",57,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008564_pub3_data","3::overall","3","overall","Total cardiovascular events",46,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008564_pub3_data","4::overall","4","overall","Cardiovascular mortality",56,0,1,TRUE,TRUE,"RD","sparse_events"
"CD008564_pub3_data","5::overall","5","overall","Progression to end-stage renal disease ",38,0,1,TRUE,TRUE,"RD","sparse_events"
"CD008564_pub3_data","7::overall","7","overall","Doubling of serum creatinine level or 50% reduction in GFR at the end of study",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008564_pub3_data","10::overall","10","overall","Proportion of participants reaching target blood pressure levels at end of study",6,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008628_pub3_data","3::overall","3","overall","Function in the long term; number of people with scores of excellent, good, or satisfactory/fair",12,3,5,TRUE,TRUE,"RD","double_zero"
"CD008628_pub3_data","4::overall","4","overall","Chronic pain; number of people with pain",8,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008628_pub3_data","7::overall","7","overall","Return to normal activity (work) ",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008628_pub3_data","8::overall","8","overall","Postoperative complications requiring unplanned return to theatre",9,0,5,TRUE,TRUE,"RD","sparse_events"
"CD008628_pub3_data","9::overall","9","overall","Postoperative complications not requiring return to theatre",9,1,6,TRUE,TRUE,"RD","double_zero"
"CD008628_pub3_data","10::overall","10","overall","Ability to wear usual footwear",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008688_pub3_data","1::overall","1","overall","Pancreatic fistula (free definition)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008688_pub3_data","2::overall","2","overall","Postoperative pancreatic fistula (ISGPS)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008688_pub3_data","3::overall","3","overall","Postoperative mortality",3,2,3,FALSE,TRUE,"RD","double_zero"
"CD008688_pub3_data","4::overall","4","overall","Overall postoperative morbidity",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008688_pub3_data","5::overall","5","overall","Delayed gastric emptying",2,0,2,TRUE,TRUE,"RD","sparse_events"
"CD008688_pub3_data","6::overall","6","overall","Postoperative haemorrhage",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD008688_pub3_data","7::overall","7","overall","Intra-abdominal fluid collection",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008709_pub4_data","1::overall","1","overall","Objective cure or improvement of urinary incontinence: between 12 and 24 months",27,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008709_pub4_data","2::overall","2","overall","Dyspareunia",6,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008709_pub4_data","3::overall","3","overall","Number of women affected by mesh exposure, extrusion or erosion in any area",11,0,1,TRUE,TRUE,"RD","sparse_events"
"CD008709_pub4_data","4::overall","4","overall","Bladder or urethral injuries: less than 30 days after surgery",10,0,1,TRUE,TRUE,"RD","sparse_events"
"CD008709_pub4_data","5::overall","5","overall","Infections (e.g. UTI, mesh infection)",30,0,2,TRUE,TRUE,"RD","sparse_events"
"CD008709_pub4_data","6::overall","6","overall","Patient-reported pain: 12 to 24 months",6,1,2,TRUE,TRUE,"RD","double_zero"
"CD008709_pub4_data","7::overall","7","overall","Dyspareunia",10,0,2,TRUE,TRUE,"RD","sparse_events"
"CD008709_pub4_data","8::overall","8","overall","Number of women affected by mesh exposure, extrusion or erosion in any area",13,1,5,TRUE,TRUE,"RD","double_zero"
"CD008709_pub4_data","9::overall","9","overall","Urinary retention",14,1,6,TRUE,TRUE,"RD","double_zero"
"CD008709_pub4_data","10::overall","10","overall","Bladder or urethral injuries: less than 30 days after surgery",17,2,11,TRUE,TRUE,"RD","double_zero"
"CD008709_pub4_data","11::overall","11","overall","Other injuries: less than 30 days after surgery",8,0,6,TRUE,TRUE,"RD","sparse_events"
"CD008709_pub4_data","12::overall","12","overall","Infections (e.g. UTI, mesh infection)",16,0,6,TRUE,TRUE,"RD","sparse_events"
"CD008709_pub4_data","13::overall","13","overall","De novo urgency",29,3,13,TRUE,TRUE,"RD","double_zero"
"CD008709_pub4_data","14::overall","14","overall","Requiring repeat continence surgery or mesh revision",37,1,25,TRUE,TRUE,"RD","double_zero"
"CD008709_pub4_data","15::overall","15","overall","Bladder or urethral injuries: less than 30 days after surgery",26,14,24,TRUE,TRUE,"RD","double_zero"
"CD008709_pub4_data","16::overall","16","overall","Other injuries: less than 30 days after surgery",18,7,15,TRUE,TRUE,"RD","double_zero"
"CD008709_pub4_data","17::overall","17","overall","Infections (e.g. UTI, mesh infections)",20,1,11,TRUE,TRUE,"RD","double_zero"
"CD008709_pub4_data","18::overall","18","overall","De novo urgency",22,1,5,TRUE,TRUE,"RD","double_zero"
"CD008709_pub4_data","20::overall","20","overall","Requiring repeat continence surgery or mesh revision",21,0,10,TRUE,TRUE,"RD","sparse_events"
"CD008858_pub5_data","1::overall","1","overall","Cumulative incidence of herpes zoster",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008858_pub5_data","2::overall","2","overall","Participants with adverse events",72,8,26,TRUE,TRUE,"RD","double_zero"
"CD008858_pub5_data","3::overall","3","overall","Duration in days of adverse events",48,6,7,TRUE,TRUE,"RD","double_zero"
"CD008858_pub5_data","4::overall","4","overall","Dropouts",27,1,11,TRUE,TRUE,"RD","double_zero"
"CD008858_pub5_data","5::overall","5","overall","Participants with no follow-up",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008873_pub5_data","1::overall","1","overall","Pre-eclampsia (ALL)",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD008873_pub5_data","2::overall","2","overall","Gestational diabetes (ALL)",4,2,4,TRUE,TRUE,"RD","double_zero"
"CD008873_pub5_data","3::overall","3","overall","Maternal adverse events",5,2,3,TRUE,TRUE,"RD","double_zero"
"CD008873_pub5_data","4::overall","4","overall","Preterm birth (less than 37 weeks' gestation) (ALL)",5,1,2,TRUE,TRUE,"RD","double_zero"
"CD008873_pub5_data","5::overall","5","overall","Low birthweight (less than 2500 g) (ALL)",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008873_pub5_data","6::overall","6","overall","Caesarean section",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008873_pub5_data","7::overall","7","overall","Gestational hypertension",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD008873_pub5_data","12::overall","12","overall","Birthweight (g)",7,6,6,FALSE,TRUE,"RD","double_zero"
"CD008873_pub5_data","13::overall","13","overall","Stillbirth",4,0,3,TRUE,TRUE,"RD","sparse_events"
"CD008873_pub5_data","14::overall","14","overall","Neonatal death",2,0,2,TRUE,TRUE,"RD","sparse_events"
"CD008879_pub3_data","1::overall","1","overall","Non-infectious complications",20,0,1,TRUE,TRUE,"RD","sparse_events"
"CD008879_pub3_data","2::overall","2","overall","Infectious complications",17,2,2,TRUE,TRUE,"RD","double_zero"
"CD008940_pub4_data","1::overall","1","overall","Participants abstinent at end of treatment",30,4,7,TRUE,TRUE,"RD","double_zero"
"CD008940_pub4_data","2::overall","2","overall","Participants experiencing adverse events",30,3,6,TRUE,TRUE,"RD","double_zero"
"CD008940_pub4_data","3::overall","3","overall","Participants experiencing severe adverse events",33,15,28,TRUE,TRUE,"RD","double_zero"
"CD008940_pub4_data","4::overall","4","overall","Participants withdrawn due to adverse effects",29,7,20,TRUE,TRUE,"RD","double_zero"
"CD008940_pub4_data","5::overall","5","overall","Completion of scheduled treatment",29,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008973_pub3_data","1::overall","1","overall","Complete resolution of phimosis",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008973_pub3_data","2::overall","2","overall","Partial resolution of phimosis",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008973_pub3_data","4::overall","4","overall","Long-term complete resolution of phimosis",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008973_pub3_data","5::overall","5","overall","Adverse effects (any)",11,9,10,TRUE,TRUE,"RD","double_zero"
"CD008973_pub3_data","6::overall","6","overall","Complete resolution of phimosis (subgroup analysis based on age)",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008973_pub3_data","7::overall","7","overall","Complete resolution of phimosis (subgroup analysis based on duration of treatment)",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008973_pub3_data","8::overall","8","overall","Complete resolution of phimosis (subgroup analysis based on potency of corticosteroid)",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD008995_pub3_data","2::overall","2","overall","Clinical pregnancy",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD009022_pub4_data","6::overall","6","overall","Visceral or vascular injury (rate)",3,1,3,TRUE,TRUE,"RD","double_zero"
"CD009022_pub4_data","7::overall","7","overall","Conversion to laparoscopic (use of more than one additional port)/open surgery (rate)",9,0,6,TRUE,TRUE,"RD","sparse_events"
"CD009022_pub4_data","8::overall","8","overall","Use of additional port site (rate)",5,0,2,TRUE,TRUE,"RD","sparse_events"
"CD009022_pub4_data","9::overall","9","overall","Wound infection (rate)",5,1,3,TRUE,TRUE,"RD","double_zero"
