"dataset_id","analysis_id","issue"
"CD010216_pub9_data","6::11::NNAL (pg/mg creatinine) at 24 weeks","No usable data for effect sizes"
"CD010216_pub9_data","6::12::Product use at 6+ months","No usable data for effect sizes"
"CD010216_pub9_data","7::1::Smoking cessation","No usable data for effect sizes"
"CD010216_pub9_data","7::2::Product use at 6+ months","No usable data for effect sizes"
"CD010216_pub9_data","8::1::Serious adverse events","No usable data for effect sizes"
"CD010216_pub9_data","8::2::NNAL (ng/g)","No usable data for effect sizes"
"CD010216_pub9_data","8::3::FEV1 (% predicted)","No usable data for effect sizes"
"CD010216_pub9_data","8::4::FEV1/FVC","No usable data for effect sizes"
"CD010216_pub9_data","9::1::Exhaled CO","No usable data for effect sizes"
"CD010216_pub9_data","10::1::Smoking cessation","No usable data for effect sizes"
"CD010216_pub9_data","10::2::Product use at 6+ months","No usable data for effect sizes"
"CD010216_pub9_data","11::2::Adverse events at 12 weeks","No usable data for effect sizes"
"CD010216_pub9_data","12::1::Smoking cessation","No usable data for effect sizes"
"CD010216_pub9_data","12::2::Adverse events","No usable data for effect sizes"
"CD010216_pub9_data","12::3::Serious adverse events","No usable data for effect sizes"
"CD010216_pub9_data","13::2::Adverse events","No usable data for effect sizes"
"CD010216_pub9_data","13::3::Serious adverse events","No usable data for effect sizes"
"CD010216_pub9_data","13::4::Change in carbon monoxide (ppm) at 6 months","No usable data for effect sizes"
"CD010216_pub9_data","14::2::Adverse events at 3 months","No usable data for effect sizes"
"CD010216_pub9_data","14::3::Serious adverse events at 3 months","No usable data for effect sizes"
"CD010216_pub9_data","14::4::Product use at 6+ months","No usable data for effect sizes"
"CD010216_pub9_data","15::5::FeNO (ppb)","No usable data for effect sizes"
"CD010216_pub9_data","15::6::FEV1 (%)","No usable data for effect sizes"
"CD010216_pub9_data","15::7::FVC (%)","No usable data for effect sizes"
"CD010216_pub9_data","15::8::Study product use at 6+ months","No usable data for effect sizes"
"CD010216_pub9_data","17::1::Adverse events at 12 weeks","No usable data for effect sizes"
"CD010216_pub9_data","17::2::Serious adverse events at 12 weeks","No usable data for effect sizes"
"CD010290_pub4_data","1::8::Ectopic pregnancy ","No usable data for effect sizes"
"CD010290_pub4_data","3::1::Ongoing pregnancy rate per woman","No usable data for effect sizes"
"CD010290_pub4_data","3::2::Clinical pregnancy rate per woman","No usable data for effect sizes"
"CD010290_pub4_data","3::3::Miscarriage rate per woman","No usable data for effect sizes"
"CD010290_pub4_data","3::4::Incidence of OHSS per woman","No usable data for effect sizes"
"CD010290_pub4_data","4::1::Live birth rate per woman","No usable data for effect sizes"
"CD010290_pub4_data","4::2::Multiple pregnancy per woman","No usable data for effect sizes"
"CD010290_pub4_data","4::3::Clinical pregnancy rate per woman","No usable data for effect sizes"
"CD010290_pub4_data","4::4::Multiple pregnancy (per clinical pregnancy)","No usable data for effect sizes"
"CD010290_pub4_data","4::5::Miscarriage rate per woman","No usable data for effect sizes"
"CD010290_pub4_data","4::6::Ectopic pregnancy per woman","No usable data for effect sizes"
"CD010290_pub4_data","4::7::Stillbirth","No usable data for effect sizes"
"CD010290_pub4_data","4::8::Incidence of OHSS per woman","No usable data for effect sizes"
"CD010290_pub4_data","4::9::Birthweight per live birth","No usable data for effect sizes"
"CD010290_pub4_data","4::10::Sensitivity analysis: live birth rate per woman - odds ratio","No usable data for effect sizes"
"CD010290_pub4_data","4::11::Sensitivity analysis: live birth rate per woman - random effects model","No usable data for effect sizes"
"CD010290_pub4_data","4::12::Sensitivity analysis: multiple pregnancy per woman - odds ratio","No usable data for effect sizes"
"CD010290_pub4_data","4::13::Sensitivity analysis: multiple pregnancy per woman - random effects model","No usable data for effect sizes"
"CD010333_pub4_data","1::1::Cerebral palsy","No usable data for effect sizes"
"CD010333_pub4_data","1::2::Mental Developmental Index (Bayley II) at 18 to 22 months' corrected age","No usable data for effect sizes"
"CD010333_pub4_data","1::3::Normal auditory functioning at discharge (measured using automated auditory brainstem response)","No usable data for effect sizes"
"CD010333_pub4_data","1::4::All-cause mortality during hospital stay","No usable data for effect sizes"
"CD010333_pub4_data","1::5::Weight (kg) at 18 to 22 months' corrected age","No usable data for effect sizes"
"CD010333_pub4_data","1::6::Height (cm) at 18 to 22 months' corrected age","No usable data for effect sizes"
"CD010333_pub4_data","1::7::Days of assisted ventilation","No usable data for effect sizes"
"CD010333_pub4_data","1::8::Days of initial hospitalisation","No usable data for effect sizes"
"CD010441_pub3_data","1::7::Incidence of neonatal Apgar scores less than 7 at five minutes","No usable data for effect sizes"
"CD010441_pub3_data","2::5::Incidence of perineal oedema 1 hour after vaginal delivery","No usable data for effect sizes"
"CD010441_pub3_data","2::6::Incidence of perineal oedema 24 hours after vaginal delivery","No usable data for effect sizes"
"CD010441_pub3_data","2::7::Incidence of neonatal Apgar scores less than 7 at five minutes","No usable data for effect sizes"
"CD010533_pub3_data","1::3::Treatment-related mortality","No usable data for effect sizes"
"CD010533_pub3_data","2::1::Overall survival (OS)","No usable data for effect sizes"
"CD010533_pub3_data","3::4::Serious adverse events","No usable data for effect sizes"
"CD010533_pub3_data","6::1::Overall survival","No usable data for effect sizes"
"CD010533_pub3_data","6::2::Progression-free survival","No usable data for effect sizes"
"CD010533_pub3_data","6::3::Incidence of second primary malignancy","No usable data for effect sizes"
"CD010533_pub3_data","7::3::Treatment-related mortality","No usable data for effect sizes"
"CD010533_pub3_data","7::4::Serious adverse events","No usable data for effect sizes"
"CD010533_pub3_data","7::6::Any grade adverse event","No usable data for effect sizes"
"CD010533_pub3_data","9::1::Progression-free survival","No usable data for effect sizes"
"CD010533_pub3_data","12::1::progression-free survival","No usable data for effect sizes"
"CD010583_pub6_data","1::2::Mortality (90 days)","No usable data for effect sizes"
"CD010583_pub6_data","2::2::Intra-abdominal infection","No usable data for effect sizes"
"CD010583_pub6_data","3::7::Additional radiological interventions for postoperative complications","No usable data for effect sizes"
"CD010779_pub2_data","1::3::Stiffness (newton-metres)","No usable data for effect sizes"
"CD010856_pub3_data","1::3::Change in the number of decayed, missing or filled permanent surfaces (DMFS) ","No usable data for effect sizes"
"CD010861_pub3_data","1::2::Fatigue 0-7 days","No usable data for effect sizes"
"CD010861_pub3_data","1::5::Psychological wellbeing","No usable data for effect sizes"
"CD010861_pub3_data","2::1::Maternal mortality ","No usable data for effect sizes"
"CD010861_pub3_data","2::3::Fatigue 8-28 days","No usable data for effect sizes"
"CD010861_pub3_data","2::5::Breastfeeding at hospital discharge","No usable data for effect sizes"
"CD010861_pub3_data","2::6::Breastfeeding > 6 weeks postpartum","No usable data for effect sizes"
"CD010861_pub3_data","2::7::Flushing/Fishbane reaction","No usable data for effect sizes"
"CD010861_pub3_data","2::9::Hb (g/dL) 8-28 days","No usable data for effect sizes"
"CD010861_pub3_data","3::1::Persistent anaemia symptoms","No usable data for effect sizes"
"CD010861_pub3_data","3::2::Compliance to treatment","No usable data for effect sizes"
"CD010861_pub3_data","3::3::Length of hospital stay","No usable data for effect sizes"
"CD010861_pub3_data","3::5::Constipation","No usable data for effect sizes"
"CD010861_pub3_data","3::7::Hb (g/dL) 0-7 days","No usable data for effect sizes"
"CD010861_pub3_data","3::8::Hb (g/dL) 8-28 days","No usable data for effect sizes"
"CD010861_pub3_data","4::1::Fatigue 0-7 days","No usable data for effect sizes"
"CD010861_pub3_data","4::2::Fatigue > 28 days","No usable data for effect sizes"
"CD010861_pub3_data","4::3::Psychological wellbeing","No usable data for effect sizes"
"CD010861_pub3_data","4::4::Infection","No usable data for effect sizes"
"CD010861_pub3_data","4::5::Compliance to treatment","No usable data for effect sizes"
"CD010861_pub3_data","4::6::Breastfeeding > 6 weeks postpartum","No usable data for effect sizes"
"CD010861_pub3_data","4::7::Serious adverse events","No usable data for effect sizes"
"CD010861_pub3_data","4::8::Hb (g/dL) 0-7 days","No usable data for effect sizes"
"CD010861_pub3_data","4::9::Hb (g/dL) > 28 days","No usable data for effect sizes"
"CD010861_pub3_data","5::1::Hb (g/dL) 0-7 days","No usable data for effect sizes"
"CD010861_pub3_data","6::2::Compliance to treatment","No usable data for effect sizes"
"CD010861_pub3_data","6::6::Flushing/Fishbane reaction","No usable data for effect sizes"
"CD010861_pub3_data","6::10::Hb (g/dL) > 28 days","No usable data for effect sizes"
"CD010966_pub4_data","1::1::FEV1 % predicted (absolute change from baseline)","No usable data for effect sizes"
"CD010966_pub4_data","1::6::Sweat chloride concentration (change from baseline)","No usable data for effect sizes"
"CD010966_pub4_data","2::1::CFQR respiratory domain: absolute change from baseline","No usable data for effect sizes"
"CD010966_pub4_data","2::2::CFQR eating domain: absolute change from baseline","No usable data for effect sizes"
"CD010966_pub4_data","2::4::Sweat chloride","No usable data for effect sizes"
"CD010966_pub4_data","4::1::Mean change in CFQ-R respiratory domain","No usable data for effect sizes"
"CD010966_pub4_data","4::2::FEV1 % predicted absolute change (% points)","No usable data for effect sizes"
"CD010966_pub4_data","4::4::Sweat chloride change from baseline (mmol/L)","No usable data for effect sizes"
"CD010966_pub4_data","5::1::Mean change in CFQ-R respiratory domain","No usable data for effect sizes"
"CD010966_pub4_data","5::2::FEV1 % predicted absolute change (% points)","No usable data for effect sizes"
"CD010966_pub4_data","5::4::Sweat chloride change from baseline (mmol/L)","No usable data for effect sizes"
"CD010966_pub4_data","6::1::Mean change in CFQ-R respiratory domain","No usable data for effect sizes"
"CD010966_pub4_data","6::2::FEV1 % predicted absolute change (% points)","No usable data for effect sizes"
"CD010966_pub4_data","6::4::Sweat chloride change from baseline (mmol/L)","No usable data for effect sizes"
"CD010966_pub4_data","8::2::Participants requiring study drug termination or a reduced dosage at up to 1 month","No usable data for effect sizes"
"CD010966_pub4_data","9::1::Absolute change from baseline in lung clearance index 2.5 (LCI2.5) ","No usable data for effect sizes"
"CD010966_pub4_data","9::3::Absolute change from baseline in sweat chloride","No usable data for effect sizes"
"CD010966_pub4_data","9::4::Absolute change from baseline in MRI global chest score","No usable data for effect sizes"
"CD010966_pub4_data","9::5::Absolute change from baseline in weight-for-age z score","No usable data for effect sizes"
"CD010966_pub4_data","9::6::Absolute change from baseline in BMI-for-age z score","No usable data for effect sizes"
"CD010966_pub4_data","9::7::Absolute change from baseline in stature-for-age z score ","No usable data for effect sizes"
"CD010966_pub4_data","11::11::BMI (relative change from baseline)","No usable data for effect sizes"
"CD010966_pub4_data","15::1::Quality of life - CFQ-R respiratory domain (absolute change from baseline)","No usable data for effect sizes"
"CD010966_pub4_data","15::2::FEV1 % predicted (absolute change from baseline)","No usable data for effect sizes"
"CD010966_pub4_data","15::3::LCI2.5 (absolute change from baseline)","No usable data for effect sizes"
"CD010966_pub4_data","15::5::Sweat chloride concentration (absolute change from baseline)","No usable data for effect sizes"
"CD010966_pub4_data","15::6::CT Brody score (mean change)","No usable data for effect sizes"
"CD010966_pub4_data","15::7::CT Brody score bronchiectasis score (mean change)","No usable data for effect sizes"
"CD010966_pub4_data","15::8::CT Brody score air trapping score (mean change)","No usable data for effect sizes"
