"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","method_orig","method_fix","method_changed","chosen_effect_orig","chosen_effect_fix","chosen_ci_lb_orig","chosen_ci_ub_orig","chosen_ci_lb_fix","chosen_ci_ub_fix","sparse_events","double_zero","effect_delta"
"CD006027_pub3_data","1::overall",1,"overall","Pain (change from baseline in pain score (VAS-10 cm) at 30 minutes)","RD","RD",FALSE,-0.0180102302803999,-0.0180102302803999,-0.13495844059215,0.0989379800313507,-0.13495844059215,0.0989379800313507,22,21,0
"CD006027_pub3_data","2::overall",2,"overall","Need for rescue medication","RD","RD",FALSE,-0.0841748265335382,-0.0841748265335382,-0.165656527859762,-0.0026931252073147,-0.165656527859762,-0.0026931252073147,2,0,0
"CD006027_pub3_data","3::overall",3,"overall","Pain recurrence within 24 hours","RD","RD",FALSE,0.00158786164625855,0.00158786164625855,-0.0469516124093436,0.0501273357018607,-0.0469516124093436,0.0501273357018607,3,1,0
"CD006027_pub3_data","4::overall",4,"overall","Minor adverse events","RD","RD",FALSE,0.0147000660790122,0.0147000660790122,-0.021459234487059,0.0508593666450834,-0.021459234487059,0.0508593666450834,4,2,0
"CD006124_pub3_data","1::overall",1,"overall","Analgesia requirements","RD","RD",FALSE,-0.0176677158574054,-0.0176677158574054,-0.0411264340023709,0.00579100228756011,-0.0411264340023709,0.00579100228756011,13,9,0
"CD006124_pub3_data","2::overall",2,"overall","Duration of procedure","RD","RD",FALSE,-0.00647982677327379,-0.00647982677327379,-0.0230459372369804,0.0100862836904328,-0.0230459372369804,0.0100862836904328,14,11,0
"CD006124_pub3_data","3::overall",3,"overall","Blood loss","RD","RD",FALSE,0.0391020112907337,0.0391020112907337,-0.0237603959638429,0.10196441854531,-0.0237603959638429,0.10196441854531,10,9,0
"CD006124_pub3_data","4::overall",4,"overall","Perioperative complications","RD","RD",FALSE,0.0192872405346269,0.0192872405346269,-0.0319327562146107,0.0705072372838644,-0.0319327562146107,0.0705072372838644,5,0,0
"CD006124_pub3_data","5::overall",5,"overall","Reoperations","RD","RD",FALSE,-0.00664626033245061,-0.00664626033245061,-0.0273637864305248,0.0140712657656236,-0.0273637864305248,0.0140712657656236,13,9,0
"CD006124_pub3_data","6::overall",6,"overall","Warm ischaemia time","RD","RD",FALSE,-0.0107996230403277,-0.0107996230403277,-0.0376452726852333,0.0160460266045779,-0.0376452726852333,0.0160460266045779,13,10,0
"CD006124_pub3_data","7::overall",7,"overall","Hospital stay","OR_cc","RD",TRUE,0.0669333793622847,NA,-1.24795701379351,1.38182377251808,NA,NA,9,9,NA
"CD006140_pub3_data","1::overall",1,"overall","Any illicit opioid use (urine drug screen)","OR_cc","OR_cc",FALSE,-0.658605711880805,-0.658605711880805,-1.15137197627977,-0.165839447481838,-1.15137197627977,-0.165839447481838,0,0,0
"CD006140_pub3_data","10::overall",10,"overall","Study treatment terminated due to adverse event","RD","RD",FALSE,-0.0278173591043575,-0.0278173591043575,-0.051407149822157,-0.00422756838655804,-0.051407149822157,-0.00422756838655804,5,1,0
"CD006140_pub3_data","17::overall",17,"overall","Anxiety","OR_cc","OR_cc",FALSE,-0.222103605330522,-0.222103605330522,-0.624822976472452,0.180615765811408,-0.624822976472452,0.180615765811408,0,0,0
"CD006140_pub3_data","2::overall",2,"overall","Days of illicit opioid use","RD","RD",FALSE,-0.160226370684229,-0.160226370684229,-0.273427788553456,-0.0470249528150034,-0.273427788553456,-0.0470249528150034,1,0,0
"CD006140_pub3_data","3::overall",3,"overall","Opioid negative urine drug screens (proportion or count)","OR_cc","OR_cc",FALSE,1.26993222403074,1.26993222403074,0.797666183138749,1.74219826492274,0.797666183138749,1.74219826492274,0,0,0
"CD006140_pub3_data","4::overall",4,"overall","Retention","OR_cc","OR_cc",FALSE,0.425413319898908,0.425413319898908,-0.492180968114832,1.34300760791265,-0.492180968114832,1.34300760791265,0,0,0
"CD006140_pub3_data","5::overall",5,"overall","Acceptability","OR_cc","OR_cc",FALSE,-0.0633991556236058,-0.0633991556236058,-0.813109380883234,0.686311069636023,-0.813109380883234,0.686311069636023,0,0,0
"CD006140_pub3_data","6::overall",6,"overall","Any serious adverse event","RD","RD",FALSE,-0.096669880530734,-0.096669880530734,-0.186763052496611,-0.00657670856485719,-0.186763052496611,-0.00657670856485719,3,2,0
"CD006140_pub3_data","7::overall",7,"overall","Any non-serious adverse event","RD","RD",FALSE,0.0172375782068006,0.0172375782068006,-0.0436490652361209,0.0781242216497222,-0.0436490652361209,0.0781242216497222,3,1,0
"CD006140_pub3_data","8::overall",8,"overall","Death","RD","RD",FALSE,0.0866897954612938,0.0866897954612938,0.0208226519724346,0.152556938950153,0.0208226519724346,0.152556938950153,5,5,0
"CD006140_pub3_data","9::overall",9,"overall","Overdose","RD","RD",FALSE,0.00429073448600456,0.00429073448600456,-0.00484513783766708,0.0134266068096762,-0.00484513783766708,0.0134266068096762,10,4,0
"CD006182_pub3_data","1::1",1,"1","Mortality or NDI at 18-24 months","RD","RD",FALSE,0.113973828858567,0.113973828858567,0.0117166918326525,0.216230965884481,0.0117166918326525,0.216230965884481,8,7,0
"CD006182_pub3_data","1::2",1,"2","Mortality within 28 days of the primary procedure","RD","RD",FALSE,0.0503024034292643,0.0503024034292643,-0.126361007205684,0.226965814064212,-0.126361007205684,0.226965814064212,3,2,0
"CD006182_pub3_data","2::1",2,"1","NDI at 18-24 months among surivors","RD","RD",FALSE,0.00403489264546971,0.00403489264546971,-0.0268598043099116,0.034929589600851,-0.0268598043099116,0.034929589600851,2,2,0
"CD006182_pub3_data","2::2",2,"2","Mortality within 90 days of the primary procedure","RD","RD",FALSE,-0.0211737297858947,-0.0211737297858947,-0.100071951137285,0.057724491565496,-0.100071951137285,0.057724491565496,1,0,0
"CD006182_pub3_data","3::1",3,"1","Moderate to severe CP among surviving infants","RD","RD",FALSE,0.0224495302098105,0.0224495302098105,0.000259839463296861,0.0446392209563241,0.000259839463296861,0.0446392209563241,2,0,0
"CD006182_pub3_data","3::2",3,"2","Intestinal fistula ","RD","RD",FALSE,0.0764182803122986,0.0764182803122986,-0.0233753628149835,0.176211923439581,-0.0233753628149835,0.176211923439581,1,0,0
"CD006182_pub3_data","4::1",4,"1","Mortality before discharge from hospital","RD","RD",FALSE,0.0173066889966097,0.0173066889966097,-0.00995831618979191,0.0445716941830113,-0.00995831618979191,0.0445716941830113,2,0,0
"CD006182_pub3_data","5::1",5,"1","Mortality before 18 to 24 months","OR_cc","OR_cc",FALSE,0.0776560249690618,0.0776560249690618,-0.281656161188047,0.43696821112617,-0.281656161188047,0.43696821112617,0,0,0
"CD006182_pub3_data","6::1",6,"1","Subsequent laparotomy during initial hospitalisation","OR_cc","OR_cc",FALSE,0.822592422030821,0.822592422030821,0.182524782498309,1.46266006156333,0.182524782498309,1.46266006156333,0,0,0
"CD006182_pub3_data","7::1",7,"1","Sepsis","RD","RD",FALSE,0.0392967083475815,0.0392967083475815,0.00660762506879956,0.0719857916263635,0.00660762506879956,0.0719857916263635,1,0,0
"CD006182_pub3_data","8::1",8,"1","PN-Associated Cholestasis","OR_cc","OR_cc",FALSE,0.202565617452328,0.202565617452328,-0.286708944695554,0.69184017960021,-0.286708944695554,0.69184017960021,0,0,0
"CD006185_pub6_data","1::1",1,"1","Regaining independent walking ability","RD","RD",FALSE,0.107641808367263,0.107641808367263,0.0768066452802957,0.13847697145423,0.0768066452802957,0.13847697145423,32,17,0
"CD006185_pub6_data","1::2",1,"2","Regaining independent walking ability","RD","RD",FALSE,0.0842961014909443,0.0842961014909443,0.0399396486607209,0.128652554321168,0.0399396486607209,0.128652554321168,12,8,0
"CD006185_pub6_data","1::3",1,"3","Regaining independent walking ability","RD","RD",FALSE,0.0951000700448677,0.0951000700448677,0.0481920228152225,0.142008117274513,0.0481920228152225,0.142008117274513,20,11,0
"CD006185_pub6_data","1::4",1,"4","Regaining independent walking ability","RD","RD",FALSE,0.147435883963219,0.147435883963219,0.0400963876252895,0.254775380301148,0.0400963876252895,0.254775380301148,3,1,0
"CD006185_pub6_data","1::5",1,"5","Regaining independent walking ability","RD","RD",FALSE,0.110164258827946,0.110164258827946,0.059746368856247,0.160582148799644,0.059746368856247,0.160582148799644,9,6,0
"CD006185_pub6_data","1::overall",1,"overall","Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)","RD","RD",FALSE,0.104062999750976,0.104062999750976,0.0505191347059854,0.157606864795966,0.0505191347059854,0.157606864795966,13,8,0
"CD006185_pub6_data","2::1",2,"1","Walking velocity: ambulatory status at start of study","OR_cc","RD",TRUE,-0.155351721726145,NA,-0.678338801133983,0.367635357681692,NA,NA,58,58,NA
"CD006185_pub6_data","2::2",2,"2","Walking velocity: ambulatory status at start of study","OR_cc","RD",TRUE,-0.134360353922366,NA,-0.721491177539314,0.452770469694582,NA,NA,46,46,NA
"CD006185_pub6_data","2::3",2,"3","Walking velocity: ambulatory status at start of study","OR_cc","RD",TRUE,-0.0707255400195739,NA,-0.71497041889294,0.573519338853792,NA,NA,38,38,NA
"CD006185_pub6_data","2::4",2,"4","Different devices for regaining walking speed","OR_cc","RD",TRUE,-0.204628858980073,NA,-2.50420945814645,2.0949517401863,NA,NA,3,3,NA
"CD006185_pub6_data","2::overall",2,"overall","Independent walking at follow-up after study end (critical outcome)","OR_cc","OR_cc",FALSE,0.478135555279004,0.478135555279004,-0.187209174933168,1.14348028549118,-0.187209174933168,1.14348028549118,0,0,0
"CD006185_pub6_data","3::1",3,"1","Walking capacity: ambulatory status at start of study","OR_cc","RD",TRUE,-0.0849582413429715,NA,-0.767983537664313,0.59806705497837,NA,NA,34,34,NA
"CD006185_pub6_data","3::2",3,"2","Walking capacity: ambulatory status at start of study","OR_cc","RD",TRUE,-0.115687561698576,NA,-0.881041174698802,0.64966605130165,NA,NA,27,27,NA
"CD006185_pub6_data","3::3",3,"3","Walking capacity: ambulatory status at start of study","OR_cc","RD",TRUE,0.0013294111802871,NA,-0.886529748908296,0.88918857126887,NA,NA,20,20,NA
"CD006185_pub6_data","3::4",3,"4","Different devices for regaining walking capacity","OR_cc","RD",TRUE,0.0497993092747921,NA,-2.78373944907705,2.88333806762664,NA,NA,2,2,NA
"CD006185_pub6_data","3::overall",3,"overall","Walking velocity (metres per second) at end of intervention phase","OR_cc","RD",TRUE,-0.125309144165916,NA,-0.591122336247857,0.340504047916026,NA,NA,73,73,NA
"CD006185_pub6_data","4::overall",4,"overall","Walking velocity (metres per second) at follow-up","OR_cc","RD",TRUE,-0.0680533075670313,NA,-1.03130620104287,0.89519958590881,NA,NA,17,17,NA
"CD006185_pub6_data","5::overall",5,"overall","Walking capacity (metres walked in 6 minutes) at end of intervention phase","OR_cc","RD",TRUE,-0.0700249025868446,NA,-0.683835471332909,0.54378566615922,NA,NA,42,42,NA
"CD006185_pub6_data","6::overall",6,"overall","Walking capacity (metres walked in 6 minutes) at follow-up","OR_cc","RD",TRUE,-0.0361054670889798,NA,-1.06259274823463,0.990381814056673,NA,NA,15,15,NA
"CD006185_pub6_data","7::1",7,"1","Lost to study during intervention phase, dropouts","RD","RD",FALSE,-0.0127468644665865,-0.0127468644665865,-0.0876424738909052,0.0621487449577323,-0.0876424738909052,0.0621487449577323,12,9,0
"CD006185_pub6_data","7::2",7,"2","Lost to study during intervention phase, dropouts","RD","RD",FALSE,-0.0248242194085598,-0.0248242194085598,-0.062009662006583,0.0123612231894634,-0.062009662006583,0.0123612231894634,41,20,0
"CD006185_pub6_data","7::3",7,"3","Lost to study during intervention phase, dropouts","RD","RD",FALSE,0.0335544546463025,0.0335544546463025,-0.0104349012445497,0.0775438105371548,-0.0104349012445497,0.0775438105371548,16,8,0
"CD006185_pub6_data","7::4",7,"4","Lost to study during intervention phase, dropouts","RD","RD",FALSE,0.107538583648112,0.107538583648112,0.00246914033938896,0.212608026956835,0.00246914033938896,0.212608026956835,3,2,0
"CD006185_pub6_data","8::overall",8,"overall","Death from all causes until end of intervention phase","RD","RD",FALSE,0.0104413586985527,0.0104413586985527,-0.0163753541118326,0.0372580715089381,-0.0163753541118326,0.0372580715089381,101,98,0
"CD006257_pub2_data","1::overall",1,"overall","Death: any cause","RD","RD",FALSE,0.00254647441952697,0.00254647441952697,-0.0324942886002363,0.0375872374392903,-0.0324942886002363,0.0375872374392903,79,61,0
"CD006257_pub2_data","10::overall",10,"overall","GFR (at end of treatment) [mL/min/1.73 m²]","RD","RD",FALSE,-0.0586518589040451,-0.0586518589040451,-0.125761641922912,0.0084579241148216,-0.125761641922912,0.0084579241148216,9,7,0
"CD006257_pub2_data","11::overall",11,"overall","Micro- to macroalbuminuria","RD","RD",FALSE,-0.0340871661764524,-0.0340871661764524,-0.0949774613913812,0.0268031290384764,-0.0949774613913812,0.0268031290384764,8,2,0
"CD006257_pub2_data","12::overall",12,"overall","Micro- to normoalbuminuria","RD","RD",FALSE,0.148053621758501,0.148053621758501,0.0691792392949199,0.226928004222081,0.0691792392949199,0.226928004222081,12,6,0
"CD006257_pub2_data","13::overall",13,"overall","Hyperkalaemia","RD","RD",FALSE,0.0535280561180198,0.0535280561180198,-0.0397854562688319,0.146841568504872,-0.0397854562688319,0.146841568504872,4,1,0
"CD006257_pub2_data","14::overall",14,"overall","Cough","RD","RD",FALSE,0.0291443605539751,0.0291443605539751,0.0160414835633436,0.0422472375446067,0.0160414835633436,0.0422472375446067,9,3,0
"CD006257_pub2_data","15::overall",15,"overall","Headache","RD","RD",FALSE,-0.000117718202260569,-0.000117718202260569,-0.00439051513101085,0.00415507872648971,-0.00439051513101085,0.00415507872648971,6,1,0
"CD006257_pub2_data","16::overall",16,"overall","Impotence","RD","RD",FALSE,-0.00245883687493299,-0.00245883687493299,-0.0746213145735622,0.0697036408236962,-0.0746213145735622,0.0697036408236962,3,3,0
"CD006257_pub2_data","2::overall",2,"overall","Withdrawn","RD","RD",FALSE,0.0206988824965803,0.0206988824965803,-0.0272786486429825,0.0686764136361432,-0.0272786486429825,0.0686764136361432,37,18,0
"CD006257_pub2_data","3::overall",3,"overall","Cardiovascular death","RD","RD",FALSE,0.0133726591104857,0.0133726591104857,-0.0589083263347963,0.0856536445557676,-0.0589083263347963,0.0856536445557676,73,58,0
"CD006257_pub2_data","4::overall",4,"overall","Kidney failure","RD","RD",FALSE,-0.00478322905077888,-0.00478322905077888,-0.0214269025466205,0.0118604444450627,-0.0214269025466205,0.0118604444450627,8,5,0
"CD006257_pub2_data","5::overall",5,"overall","Fatal or nonfatal myocardial infarction","RD","RD",FALSE,-0.00699832959916763,-0.00699832959916763,-0.0137475094508139,-0.000249149747521334,-0.0137475094508139,-0.000249149747521334,11,4,0
"CD006257_pub2_data","6::overall",6,"overall","Fatal or nonfatal stroke","RD","RD",FALSE,-0.00382125571860734,-0.00382125571860734,-0.00887090269847922,0.00122839126126455,-0.00887090269847922,0.00122839126126455,8,2,0
"CD006257_pub2_data","7::overall",7,"overall","Doubling of serum creatinine","RD","RD",FALSE,-0.0193554758813948,-0.0193554758813948,-0.0380621281482818,-0.000648823614507899,-0.0380621281482818,-0.000648823614507899,3,2,0
"CD006257_pub2_data","8::overall",8,"overall","Reduction in GFR","RD","RD",FALSE,0.0214631896579113,0.0214631896579113,-0.00271868809610075,0.0456450674119234,-0.00271868809610075,0.0456450674119234,4,3,0
"CD006257_pub2_data","9::overall",9,"overall","Change in GFR [mL/min/1.73 m²]","RD","RD",FALSE,0.000720410710269193,0.000720410710269193,-0.00938667991452207,0.0108275013350605,-0.00938667991452207,0.0108275013350605,8,7,0
"CD006273_pub4_data","1::overall",1,"overall","Adverse events","RD","RD",FALSE,0.0724316587700779,0.0724316587700779,0.0198378017671195,0.125025515773036,0.0198378017671195,0.125025515773036,3,2,0
"CD006404_pub5_data","1::overall",1,"overall","Total failure: day 28 (polymerase chain reaction-adjusted)","RD","RD",FALSE,-0.00302966314313063,-0.00302966314313063,-0.00757229156201369,0.00151296527575244,-0.00757229156201369,0.00151296527575244,16,6,0
"CD006404_pub5_data","10::1",10,"1","Other adverse events","RD","RD",FALSE,0.00696542890132048,0.00696542890132048,-0.00320518485304439,0.0171360426556853,-0.00320518485304439,0.0171360426556853,1,0,0
"CD006404_pub5_data","10::11",10,"11","Other adverse events","RD","RD",FALSE,0.0028209415075791,0.0028209415075791,-0.00909966642450042,0.0147415494396586,-0.00909966642450042,0.0147415494396586,2,0,0
"CD006404_pub5_data","10::12",10,"12","Other adverse events","RD","RD",FALSE,-0.00361310851509751,-0.00361310851509751,-0.0180184049459451,0.0107921879157501,-0.0180184049459451,0.0107921879157501,1,0,0
"CD006404_pub5_data","10::13",10,"13","Other adverse events","OR_cc","OR_cc",FALSE,0.301739803745211,0.301739803745211,-0.624843935429422,1.22832354291984,-0.624843935429422,1.22832354291984,0,0,0
"CD006404_pub5_data","10::16",10,"16","Other adverse events","RD","RD",FALSE,0.000116683355939292,0.000116683355939292,-0.0255074450598269,0.0257408117717055,-0.0255074450598269,0.0257408117717055,1,0,0
"CD006404_pub5_data","10::19",10,"19","Other adverse events","OR_cc","OR_cc",FALSE,-0.0119136250553207,-0.0119136250553207,-0.373532812968156,0.349705562857514,-0.373532812968156,0.349705562857514,0,0,0
"CD006404_pub5_data","10::2",10,"2","Other adverse events","OR_cc","OR_cc",FALSE,0.253733229328897,0.253733229328897,-0.174814117842125,0.682280576499918,-0.174814117842125,0.682280576499918,0,0,0
"CD006404_pub5_data","10::20",10,"20","Other adverse events","RD","RD",FALSE,0.0043202898041397,0.0043202898041397,-0.00788813700616357,0.016528716614443,-0.00788813700616357,0.016528716614443,2,0,0
"CD006404_pub5_data","10::21",10,"21","Other adverse events","RD","RD",FALSE,-0.044554220888044,-0.044554220888044,-0.0780115632905062,-0.0110968784855819,-0.0780115632905062,-0.0110968784855819,2,0,0
"CD006404_pub5_data","10::22",10,"22","Other adverse events","RD","RD",FALSE,0.0109612164238962,0.0109612164238962,-0.0127411557974813,0.0346635886452737,-0.0127411557974813,0.0346635886452737,1,0,0
"CD006404_pub5_data","10::24",10,"24","Other adverse events","RD","RD",FALSE,0.00567481803622687,0.00567481803622687,-0.0597563216992671,0.0711059577717209,-0.0597563216992671,0.0711059577717209,1,0,0
"CD006404_pub5_data","10::26",10,"26","Other adverse events","RD","RD",FALSE,0.0201137176436126,0.0201137176436126,-0.0294437503620303,0.0696711856492554,-0.0294437503620303,0.0696711856492554,1,0,0
