"dataset","source","term"
"CD002290_pub6_data","Subgroup","Haematuria"
"CD002290_pub6_data","Subgroup","During treatment"
"CD002290_pub6_data","Subgroup","Hyperuricaemia"
"CD002290_pub6_data","Subgroup","Hepatic dysfunction"
"CD002290_pub6_data","Subgroup","Malaise"
"CD002290_pub6_data","Subgroup","Gastrointestinal upset"
"CD002303_pub4_data","Analysis.group","1"
"CD002303_pub4_data","Analysis.group","2"
"CD002303_pub4_data","Analysis.group","3"
"CD002303_pub4_data","Analysis.group","4"
"CD002303_pub4_data","Analysis.name","Reulceration at 6 months"
"CD002303_pub4_data","Analysis.name","Reulceration"
"CD002303_pub4_data","Analysis.name","Noncompliance "
"CD002303_pub4_data","Analysis.name","Reulceration at 18 months"
"CD002303_pub4_data","Analysis.name","Noncompliance  at 18 months"
"CD002971_pub6_data","Analysis.group","1"
"CD002971_pub6_data","Analysis.name","Necrotising enterocolitis"
"CD002971_pub6_data","Analysis.name","Late-onset invasive infection"
"CD002971_pub6_data","Analysis.name","All-cause mortality"
"CD002971_pub6_data","Analysis.name","In-hospital rate of weight gain (g/kg/day) until term equivalent"
"CD002971_pub6_data","Analysis.name","In-hospital rate of head circumference growth (mm/week) until term equivalent"
"CD002971_pub6_data","Analysis.name","Weight (kg) at 18 months post-term"
"CD002971_pub6_data","Analysis.name","Head circumference (cm) at 18 months post-term"
"CD002971_pub6_data","Analysis.name","Bayley Mental Development Index at 18 months"
"CD002971_pub6_data","Analysis.name","Bayley Psychomotor Development Index at 18 months"
"CD002971_pub6_data","Analysis.name","Bayley-III"
"CD002971_pub6_data","Analysis.name","Cerebral palsy"
"CD002971_pub6_data","Analysis.name","Hearing impairment"
"CD002971_pub6_data","Analysis.name","Visual impairment"
"CD002971_pub6_data","Analysis.name","Bayley-III score < 70"
"CD002971_pub6_data","Analysis.name","Neurodevelopmental disability at 18 months"
"CD002971_pub6_data","Subgroup","Supplement to maternal milk"
"CD002971_pub6_data","Subgroup","Sole diet"
"CD002971_pub6_data","Subgroup","Supplement"
"CD002971_pub6_data","Subgroup","Cognitive"
"CD002971_pub6_data","Subgroup","Language"
"CD002971_pub6_data","Subgroup","Motor"
"CD003129_pub2_data","Analysis.group","1"
"CD003129_pub2_data","Analysis.group","2"
"CD003129_pub2_data","Analysis.group","3"
"CD003129_pub2_data","Analysis.name","Treatment response"
"CD003129_pub2_data","Analysis.name","Pain (visual analogue scale) "
"CD003129_pub2_data","Analysis.name","Participant global assessment of well-being"
"CD003129_pub2_data","Analysis.name","Serious adverse events"
"CD003129_pub2_data","Analysis.name","Withdrawals due to adverse events"
"CD003129_pub2_data","Analysis.name","Sustained clinically inactive disease (Wallace criteria or as defined by study authors)"
"CD003129_pub2_data","Analysis.name","Treatment response (American College of Rheumatology criteria or as defined by study authors)"
"CD003129_pub2_data","Analysis.name","Function (Childhood Health Assessment Questionnaire or equivalent)"
"CD003214_pub4_data","Analysis.group","1"
"CD003214_pub4_data","Analysis.name","Mortality"
"CD003214_pub4_data","Analysis.name","Chronic lung disease at 28 days"
"CD003214_pub4_data","Analysis.name","Duration of oxygen supplementation (days)"
"CD003214_pub4_data","Analysis.name","Duration of assisted ventilation (days)"
"CD003214_pub4_data","Analysis.name","Age of weaning from ventilatory support (days)"
"CD003214_pub4_data","Analysis.name","Need for intravenous dexamethasone"
"CD003214_pub4_data","Analysis.name","Infants with one or more episodes of respiratory infection"
"CD003214_pub4_data","Analysis.name","Infants with one or more episodes of sepsis (positive blood culture)"
"CD003216_pub3_data","Analysis.group","1"
"CD003216_pub3_data","Analysis.group","2"
"CD003216_pub3_data","Analysis.group","3"
"CD003216_pub3_data","Analysis.group","4"
"CD003216_pub3_data","Analysis.group","5"
"CD003216_pub3_data","Analysis.group","6"
"CD003216_pub3_data","Analysis.group","7"
"CD003216_pub3_data","Analysis.group","8"
"CD003216_pub3_data","Analysis.group","9"
"CD003216_pub3_data","Analysis.group","10"
"CD003216_pub3_data","Analysis.group","11"
"CD003216_pub3_data","Analysis.group","12"
"CD003216_pub3_data","Analysis.group","13"
"CD003216_pub3_data","Analysis.group","14"
"CD003216_pub3_data","Analysis.group","15"
"CD003216_pub3_data","Analysis.group","16"
"CD003216_pub3_data","Analysis.group","17"
"CD003216_pub3_data","Analysis.name","Incidence of pressure ulcers"
"CD003216_pub3_data","Analysis.name","At least one adverse gastrointestinal effect"
"CD003216_pub3_data","Analysis.name","Pressure ulcers healed"
"CD003216_pub3_data","Analysis.name","Change in pressure ulcer area (cm²)"
"CD003216_pub3_data","Analysis.name","PUSH score"
"CD003216_pub3_data","Analysis.name","Change in pressure ulcer area (percentage)"
"CD003216_pub3_data","Analysis.name","Change in PUSH score"
"CD003216_pub3_data","Analysis.name","DESIGN-R score"
"CD003216_pub3_data","Analysis.name","At least one adverse gastrointestinal effects"
"CD003216_pub3_data","Analysis.name","Costs (EUR)"
"CD003216_pub3_data","Analysis.name","Acceptability: non adherence"
"CD003216_pub3_data","Analysis.name","At least one side effect"
"CD003216_pub3_data","Analysis.name","Pressure ulcer episodes"
"CD003216_pub3_data","Analysis.name","Diarrhoea episodes"
"CD003216_pub3_data","Analysis.name","Side effects"
"CD003216_pub3_data","Analysis.name","Change in pressure ulcer volume (mL)"
"CD003218_pub3_data","Analysis.group","1"
"CD003218_pub3_data","Analysis.name","Mean improvement in the Maintenance of Wakefulness Test"
"CD003218_pub3_data","Analysis.name","Mean improvement in the Epworth Sleepiness Scale"
"CD003218_pub3_data","Analysis.name","Mean improvement in the Multiple Sleep Latency Test"
"CD003218_pub3_data","Analysis.name","Quality of life"
"CD003218_pub3_data","Analysis.name","Proportion of participants with at least 1 adverse event"
"CD003218_pub3_data","Subgroup","Mean improvement in total score of Short Form 36"
"CD003331_pub6_data","Analysis.group","1"
"CD003331_pub6_data","Analysis.name","All-cause mortality up to 12 months' follow-up"
"CD003331_pub6_data","Analysis.name","All-cause mortality more than 12 months' follow-up"
"CD003331_pub6_data","Analysis.name","Hospital admissions (all-cause) up to 12 months' follow-up"
"CD003331_pub6_data","Analysis.name","Hospital admissions (all-cause) more than 12 months' follow-up"
"CD003331_pub6_data","Analysis.name","Hospital admissions (heart failure only) up to 12 months' follow-up"
"CD003331_pub6_data","Analysis.name","Hospital admissions (heart failure only) more than 12 months' follow-up"
"CD003331_pub6_data","Analysis.name","Health-related quality of life (MLWHF) up to 12 months' follow-up"
"CD003331_pub6_data","Analysis.name","Health-related quality of life (all scales) up to 12 months' follow-up"
"CD003331_pub6_data","Analysis.name","Health-related quality of life (MLWHF) more than 12 months' follow-up"
"CD003331_pub6_data","Subgroup","High ROB"
"CD003331_pub6_data","Subgroup","Low ROB"
"CD003333_pub4_data","Analysis.group","1"
"CD003333_pub4_data","Analysis.group","2"
"CD003333_pub4_data","Analysis.name","All-cause mortality"
"CD003333_pub4_data","Analysis.name","Non-fatal cardiovascular events (non-fatal stroke, myocardial infarction, pulmonary embolism, peripheral arterial embolism)"
"CD003333_pub4_data","Analysis.name","Major bleeding events"
"CD003357_pub5_data","Analysis.group","1"
"CD003357_pub5_data","Analysis.group","2"
"CD003357_pub5_data","Analysis.group","3"
"CD003357_pub5_data","Analysis.name","Live birth rate per woman"
"CD003357_pub5_data","Analysis.name","Clinical pregnancy rate per woman"
"CD003357_pub5_data","Analysis.name","Multiple pregnancy rate per woman"
"CD003357_pub5_data","Analysis.name","Miscarriage rate"
"CD003357_pub5_data","Analysis.name","Incidence of OHSS per woman"
"CD003357_pub5_data","Analysis.name","Miscarriage rate per woman"
"CD003357_pub5_data","Subgroup","Pretreated women IVF vs IUI + gonadotropins"
"CD003357_pub5_data","Subgroup","Treatment-naive women IVF vs IUI + gonadotrophins (1 IVF to 1 IUI cycle) "
"CD003357_pub5_data","Subgroup","Treatment-naive women IVF vs IUI + gonadotropins (1 IVF to 2-3 IUI cycles)"
"CD003357_pub5_data","Subgroup","Treatment-naive women IVF vs IUI + CC"
"CD003357_pub5_data","Subgroup","Treatment-naive women IVF vs IUI + gonadotropins"
"CD003357_pub5_data","Subgroup","Treatment-naive women IVF vs IUI + gonadotrophins (1 IVF to 1 IUI cycle)"
"CD003357_pub5_data","Subgroup","Treatment-naive women IUI + gonadotropins"
"CD003376_pub4_data","Analysis.group","1"
"CD003376_pub4_data","Analysis.group","2"
"CD003376_pub4_data","Analysis.group","3"
"CD003376_pub4_data","Analysis.group","4"
"CD003376_pub4_data","Analysis.group","5"
"CD003376_pub4_data","Analysis.group","6"
"CD003376_pub4_data","Analysis.group","7"
"CD003376_pub4_data","Analysis.group","8"
"CD003376_pub4_data","Analysis.group","9"
"CD003376_pub4_data","Analysis.group","10"
"CD003376_pub4_data","Analysis.group","11"
"CD003376_pub4_data","Analysis.group","12"
"CD003376_pub4_data","Analysis.group","13"
"CD003376_pub4_data","Analysis.group","14"
"CD003376_pub4_data","Analysis.group","15"
"CD003376_pub4_data","Analysis.group","16"
"CD003376_pub4_data","Analysis.group","17"
"CD003376_pub4_data","Analysis.group","18"
"CD003376_pub4_data","Analysis.group","19"
"CD003376_pub4_data","Analysis.group","20"
"CD003376_pub4_data","Analysis.group","21"
"CD003376_pub4_data","Analysis.group","22"
"CD003376_pub4_data","Analysis.group","23"
"CD003376_pub4_data","Analysis.group","24"
"CD003376_pub4_data","Analysis.group","25"
"CD003376_pub4_data","Analysis.name","Clinical vertebral fractures"
"CD003376_pub4_data","Analysis.name","Non-vertebral fractures"
"CD003376_pub4_data","Analysis.name","Hip fractures"
"CD003376_pub4_data","Analysis.name","Wrist fractures"
"CD003376_pub4_data","Analysis.name","Radiographic vertebral fractures"
"CD003376_pub4_data","Analysis.name","Withdrawals due to adverse events"
"CD003376_pub4_data","Analysis.name","Serious adverse events"
"CD003376_pub4_data","Analysis.name","Gastrointestinal adverse events"
"CD003376_pub4_data","Analysis.name","Atypical femoral fractures"
"CD003376_pub4_data","Analysis.name","Treatment versus reference, secondary"
"CD003376_pub4_data","Analysis.name","Treatment versus reference, primary"
"CD003376_pub4_data","Subgroup","Clinical vertebral fractures, primary"
"CD003376_pub4_data","Subgroup","Non-vertebral fractures, secondary"
"CD003376_pub4_data","Subgroup","Non-vertebral fractures, primary"
"CD003376_pub4_data","Subgroup","Hip fractures, primary"
"CD003376_pub4_data","Subgroup","Hip fractures, secondary"
"CD003376_pub4_data","Subgroup","Wrist fractures, secondary"
"CD003376_pub4_data","Subgroup","Radiographic vertebral fractures, primary"
"CD003376_pub4_data","Subgroup","Radiographic vertebral fractures, secondary"
"CD003376_pub4_data","Subgroup","Withdrawals due to adverse events, secondary"
"CD003376_pub4_data","Subgroup","Withdrawals due to adverse events, primary"
"CD003376_pub4_data","Subgroup","Serious adverse events, primary"
"CD003376_pub4_data","Subgroup","Serious adverse events, secondary"
"CD003376_pub4_data","Subgroup","Gastrointestinal adverse events, primary"
"CD003376_pub4_data","Subgroup","Atypical femoral fractures, primary"
"CD003376_pub4_data","Subgroup","Atypical femoral fractures, secondary"
"CD003376_pub4_data","Subgroup","Hip Fractures, primary"
"CD003376_pub4_data","Subgroup","Gastrointestinal adverse events, secondary"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus alendronate 5 mg/day"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus intermittent/cyclic clodronate"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus HRT"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus etidronate 400 mg/day plus HRT"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/day versus HRT"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day plus HRT versus placebo"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day plus HRT versus HRT"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/day versus alendronate 5 mg/day"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus fluoride 50 mg/day"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/day versus alfacalcidol 1 μg/day"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/day versus risedronate 2.5 mg/day"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/day versus calcitonin 20 IU/week, IV"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/day versus menatetrenone 45 mg/day"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/day versus alendronate 5 mg/day"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/day versus etidronate 200 mg/day plus alfacalcidol 1 μg/day)"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/day versus etidronate 200 mg/day plus alfacalcidol 1 μg/day"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus alendronate 10 mg/day"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus etidronate 400 mg/day + HRT"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day + calcitriol 0.5 μg/day versus calcitriol 0.5 μg/day"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day + HRT versus placebo"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day + HRT versus HRT"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus calcitriol 0.5 μg/day"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/day versus etidronate 200 mg/day + alfacalcidol 1 μg/day"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day + calcitriol 0.5 μg/day versus calcitonin 100 IU/2 days, IN + calcitriol 0.25 μg/day"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus etidronate 400 mg/day + calcitriol 0.5 μg/day"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus intermittent/cyclic alendronate 10 mg/day"
"CD003376_pub4_data","Subgroup","Etidronate 400 mg/day versus ADFR"
"CD003376_pub4_data","Subgroup","Etidronate 200 mg/d versus menatetrenone 45 mg/day"
"CD003414_pub4_data","Analysis.group","1"
"CD003414_pub4_data","Analysis.group","2"
"CD003414_pub4_data","Analysis.group","3"
"CD003414_pub4_data","Analysis.group","4"
"CD003414_pub4_data","Analysis.group","5"
"CD003414_pub4_data","Analysis.name","Live birth rate per woman"
"CD003414_pub4_data","Analysis.name","Miscarriage rate per woman"
"CD003414_pub4_data","Analysis.name","Ongoing pregnancy rate per woman"
"CD003414_pub4_data","Analysis.name","Clinical pregnancy rate per woman"
"CD003414_pub4_data","Analysis.name","Ectopic pregnancy rate per woman"
"CD003414_pub4_data","Analysis.name","Multiple pregnancy rate per woman"
"CD003414_pub4_data","Analysis.name","Endometrial thickness"
"CD003414_pub4_data","Analysis.name","Cycle cancellation rate per woman"
"CD003414_pub4_data","Subgroup","Natural cycle FET versus HT FET"
"CD003414_pub4_data","Subgroup","Natural cycle FET versus HT + GnRHa FET"
"CD003414_pub4_data","Subgroup","Natural cycle FET versus modified natural cycle FET (HCG trigger)"
"CD003414_pub4_data","Subgroup","Modified natural cycle FET versus HT FET"
"CD003414_pub4_data","Subgroup","Modified natural cycle FET versus HT + GnRHa FET"
"CD003414_pub4_data","Subgroup","Modified natural cycle FET versus FSH + HCG FET"
"CD003414_pub4_data","Subgroup","Modified natural cycle FET versus clomiphene + HCG FET"
"CD003414_pub4_data","Subgroup","HT FET versus HT + GnRHa"
"CD003414_pub4_data","Subgroup","HT FET versus letrozole + HMG FET"
"CD003414_pub4_data","Subgroup","HT FET versus clomiphene + HCG FET"
"CD003414_pub4_data","Subgroup","HT FET versus HT + letrozole FET"
"CD003414_pub4_data","Subgroup","HT FET versus FSH FET"
"CD003414_pub4_data","Subgroup","HT FET versus HT + letrozole "
"CD003429_pub5_data","Analysis.group","1"
"CD003429_pub5_data","Analysis.name","Annualized joint bleeding rates"
"CD003429_pub5_data","Analysis.name","Joint function protection (number of participants with no joint damage)"
"CD003429_pub5_data","Analysis.name","Sensitivity analysis (fixed-effect model): joint function protection (number of participants with no joint damage)"
"CD003429_pub5_data","Analysis.name","Quality of life"
"CD003429_pub5_data","Analysis.name","Annualized overall bleeding rates"
"CD003429_pub5_data","Analysis.name","Radiologic joint score (Pettersson score)"
"CD003429_pub5_data","Analysis.name","Clotting factor concentrate usage "
"CD003429_pub5_data","Analysis.name","Sensitivity analysis (fixed-effect model): clotting factor concentrate usage "
"CD003429_pub5_data","Analysis.name","Number of clotting factor infusions (per participant per month)"
"CD003429_pub5_data","Analysis.name","Adverse events"
"CD003429_pub5_data","Subgroup","Haemo-QoL – total score"
"CD003429_pub5_data","Subgroup","Haemo-QoL – 'family' domain"
"CD003429_pub5_data","Subgroup","Factor concentrate usage (× 1000 IU/month) "
